timestamp (UTC),timestamp (America/New_York),open,high,low,close,volume,pct_change_from_event,log_return
2025-10-08 14:00:00+00:00,2025-10-08 10:00:00,188.655,189.42,188.23,188.635,22850087.0,0.0,
2025-10-08 15:00:00+00:00,2025-10-08 11:00:00,188.64,188.8799,187.6138,187.91,14150701.0,-0.003843401277599523,-0.0038508061235758007
2025-10-08 16:00:00+00:00,2025-10-08 12:00:00,187.9101,188.4898,187.69,188.2514,10320610.0,-0.0020335568690857952,0.0018151787702791466
2025-10-08 17:00:00+00:00,2025-10-08 13:00:00,188.255,188.89,187.765,188.5907,10890421.0,-0.0002348450711691097,0.00180075470170582
2025-10-08 18:00:00+00:00,2025-10-08 14:00:00,188.59,188.81,187.985,188.32,9336376.0,-0.0016698915895777544,-0.0014364147610796962
2025-10-08 19:00:00+00:00,2025-10-08 15:00:00,188.32,189.6,188.25,189.06,17488056.0,0.0022530283351447355,0.003921781485272113
2025-10-08 20:00:00+00:00,2025-10-08 16:00:00,189.11,189.24,188.8,188.88,1575321.0,0.0012988045696715744,-0.0009525322199808173
2025-10-09 14:00:00+00:00,2025-10-09 10:00:00,194.38,194.59,192.185,194.075,33052716.0,0.02883876268985075,0.02713278951448661
2025-10-09 15:00:00+00:00,2025-10-09 11:00:00,194.08,194.72,193.365,194.18,21211740.0,0.029395393219710186,0.0005408816502550096
2025-10-09 16:00:00+00:00,2025-10-09 12:00:00,194.17,194.58,192.7,192.75,15207185.0,0.02181461552734132,-0.007391551498559856
2025-10-09 17:00:00+00:00,2025-10-09 13:00:00,192.73,193.28,192.27,193.005,13210727.0,0.023166432528427983,0.0013220828616242741
2025-10-09 18:00:00+00:00,2025-10-09 14:00:00,193.005,193.17,192.13,192.56,13629689.0,0.02080737933045307,-0.002308301830247217
2025-10-09 19:00:00+00:00,2025-10-09 15:00:00,192.56,193.54,191.61,192.54,20522545.0,0.020701354467622668,-0.00010386912499615875
2025-10-09 20:00:00+00:00,2025-10-09 16:00:00,192.57,193.27,192.04,192.26,1524953.0,0.019217006387997948,-0.0014553017121503586
2025-10-10 14:00:00+00:00,2025-10-10 10:00:00,194.0801,195.62,193.53,194.1512,34838466.0,0.029242717417234276,0.009788614308956056
2025-10-10 15:00:00+00:00,2025-10-10 11:00:00,194.15,194.1984,186.38,189.52,65369600.0,0.0046916001802423946,-0.024142677096095966
2025-10-10 16:00:00+00:00,2025-10-10 12:00:00,189.5,189.86,187.38,187.52,24273714.0,-0.005910886102791002,-0.010609053461881679
2025-10-10 17:00:00+00:00,2025-10-10 13:00:00,187.505,188.46,186.64,187.69,18875877.0,-0.005009674768733263,0.0009061592795100992
2025-10-10 18:00:00+00:00,2025-10-10 14:00:00,187.71,188.2874,186.53,186.99,14622121.0,-0.008720544967794841,-0.0037365261792894344
2025-10-10 19:00:00+00:00,2025-10-10 15:00:00,186.99,187.55,182.05,183.12,46510803.0,-0.029236355925464474,-0.02091346384455761
2025-10-10 20:00:00+00:00,2025-10-10 16:00:00,183.13,184.0,180.91,181.2,4636962.0,-0.0394147427571766,-0.010540282035432114
2025-10-13 14:00:00+00:00,2025-10-13 10:00:00,189.6,190.1099,185.96,186.26,28298313.0,-0.01259045246110213,0.027542153484632514
2025-10-13 15:00:00+00:00,2025-10-13 11:00:00,186.251298,188.775,186.18,188.3101,19311580.0,-0.0017223738966787305,0.010946524943141078
2025-10-13 16:00:00+00:00,2025-10-13 12:00:00,188.32,189.23,188.0,189.19,12598203.0,0.002942189943541784,0.004661729061675501
2025-10-13 17:00:00+00:00,2025-10-13 13:00:00,189.19,189.43,188.1709,188.555,10188843.0,-0.00042409945132126925,-0.0033620595806196363
2025-10-13 18:00:00+00:00,2025-10-13 14:00:00,188.55,188.5699,187.25,187.635,10803445.0,-0.005301243141516698,-0.004891155182894735
2025-10-13 19:00:00+00:00,2025-10-13 15:00:00,187.635,189.0,187.37,188.32,19174559.0,-0.0016698915895777544,0.0036440571771523267
2025-10-13 20:00:00+00:00,2025-10-13 16:00:00,188.32,188.72,188.2,188.34,1191028.0,-0.0015638667267473538,0.00010619656995114468
2025-10-14 14:00:00+00:00,2025-10-14 10:00:00,181.14,182.72,180.75,181.33,32303571.0,-0.03872558114877933,-0.037930264415982684
2025-10-14 15:00:00+00:00,2025-10-14 11:00:00,181.34,183.165,181.19,182.63,22560359.0,-0.03183396506480762,0.007143672538015622
2025-10-14 16:00:00+00:00,2025-10-14 12:00:00,182.63,184.2,182.075,183.16,21935360.0,-0.029024306199803784,0.002897839584944606
2025-10-14 17:00:00+00:00,2025-10-14 13:00:00,183.15,183.625,181.79,181.8299,17349957.0,-0.036075489702335095,-0.007288453121994998
2025-10-14 18:00:00+00:00,2025-10-14 14:00:00,181.83,182.37,181.52,182.03,14890467.0,-0.03501471094971764,0.001099873990907163
2025-10-14 19:00:00+00:00,2025-10-14 15:00:00,182.03,182.27,179.83,180.07,33564437.0,-0.04540514750709035,-0.010825844476393343
2025-10-14 20:00:00+00:00,2025-10-14 16:00:00,180.03,182.09,180.03,181.0698,2535225.0,-0.0401049646142021,0.005536928105323469
